nome_municipio1,cod_municipio1,nome_municipio2,cod_municipio2,distanciaGeo,distanciaCos,distanciaHsin,distanciaMeeus,distanciaSvince
Vitória,3205309,São Paulo,3550308,744284.8443984711,744927.6950959014,744927.695095903,744282.702919191,744927.695095903
Aracaju,2800308,Teresina,2211001,901871.8109698182,904846.172888796,904846.1728887936,901862.534969572,904846.1728887936
Belém,1501402,Teresina,2211001,748977.1829010003,750421.4267826386,750421.4267826391,748971.35292862,750421.4267826391
Belo Horizonte,3106200,Teresina,2211001,1643883.5749641575,1654042.7873846998,1654042.7873846986,1643871.57317629,1654042.787384699
Boa Vista,1400100,Teresina,2211001,2171727.045211898,2174092.2033740897,2174092.20337409,2171716.440147985,2174092.20337409
Brasília,5300108,Teresina,2211001,1308281.553446435,1315073.2451975408,1315073.2451975425,1308268.4646671857,1315073.2451975425
Campo Grande,5002704,Teresina,2211001,2126930.271661897,2135204.099238769,2135204.0992387664,2126910.938742398,2135204.099238767
Cuiabá,5103403,Teresina,2211001,1861264.2724877584,1865778.6441122333,1865778.6441122345,1861248.947980184,1865778.6441122345
Curitiba,4106902,Teresina,2211001,2352795.289192121,2365540.623036218,2365540.623036219,2352780.1268098587,2365540.6230362197
Florianópolis,4205407,Teresina,2211001,2563777.4799219426,2577842.419528312,2577842.419528314,2563763.6217461457,2577842.419528313
Fortaleza,2304400,Teresina,2211001,496790.80279311846,497093.76128787926,497093.76128787774,496789.3652336487,497093.76128787774
Goiânia,5208707,Teresina,2211001,1463547.7443269617,1470642.6291699817,1470642.629169984,1463533.166552807,1470642.6291699845
João Pessoa,2507507,Teresina,2211001,906801.4375705814,907135.7454245551,907135.7454245572,906799.764891484,907135.7454245572
Macapá,1600303,Teresina,2211001,1079766.9117806014,1081763.103675206,1081763.103675204,1079758.751196597,1081763.103675204
Maceió,2704302,Teresina,2211001,929801.727902755,931576.2168192331,931576.2168192372,929794.813235002,931576.2168192372
Manaus,1302603,Teresina,2211001,1924072.1438989784,1924204.967905142,1924204.967905144,1924071.3788138807,1924204.967905144
Natal,2408102,Teresina,2211001,846324.247111945,846346.3900968679,846346.3900968778,846324.0555341091,846346.3900968777
Palmas,1721000,Teresina,2211001,836163.7347023388,838681.0543873946,838681.0543873934,836155.4485619417,838681.0543873932
Porto Alegre,4314902,Teresina,2211001,2898301.6933917804,2913175.4218864166,2913175.421886417,2898287.1994711566,2913175.421886417
Porto Velho,1100205,Teresina,2211001,2365868.476811562,2366214.220103333,2366214.220103334,2365866.465088131,2366214.220103334
Recife,2611606,Teresina,2211001,935415.2079624668,936134.7844779862,936134.7844779908,935411.8827050516,936134.7844779908
Rio Branco,1200401,Teresina,2211001,2812502.723477837,2813024.2143968744,2813024.2143968777,2812499.7618235773,2813024.2143968767
Rio de Janeiro,3304557,Teresina,2211001,1972301.0821635784,1984278.8998913069,1984278.899891308,1972288.7045753512,1984278.899891308
Salvador,2927408,Teresina,2211001,991442.1177978724,996387.0980672569,996387.0980672628,991431.3975396644,996387.0980672628
São Luís,2111300,Teresina,2211001,326646.133841788,328279.54765809444,328279.5476580957,326642.08917386003,328279.54765809566
São Paulo,3550308,Teresina,2211001,2081625.452833003,2093700.5264134903,2093700.5264134912,2081611.816736676,2093700.5264134912
Teresina,2211001,Teresina,2211001,0.0,0.0,0.0,0.0,0.0
Vitória,3205309,Teresina,2211001,1705681.609193785,1715980.988645187,1715980.9886451892,1705668.9661945242,1715980.9886451892
Aracaju,2800308,Vitória,3205309,1097362.0918092616,1103248.69646574,1103248.696465745,1097354.752358434,1103248.696465745
Belém,1501402,Vitória,3205309,2268056.4045783007,2280092.6279923897,2280092.6279923893,2268035.310498387,2280092.6279923897
Belo Horizonte,3106200,Vitória,3205309,380549.317219245,380430.18291095074,380430.18291095307,380549.3729958991,380430.1829109529
Boa Vista,1400100,Vitória,3205309,3390725.865184368,3402889.6624662634,3402889.6624662643,3390692.213603468,3402889.6624662643
Brasília,5300108,Vitória,3205309,949673.690382439,950986.7540125786,950986.754012577,949669.3629230376,950986.7540125768
Campo Grande,5002704,Vitória,3205309,1494151.202681503,1493545.3208559365,1493545.320855933,1494151.8485254347,1493545.320855933
Cuiabá,5103403,Vitória,3205309,1750514.55240726,1750905.835979047,1750905.8359790486,1750511.8956087604,1750905.8359790484
Curitiba,4106902,Vitória,3205309,1078098.799132866,1079249.8865232822,1079249.8865232847,1078095.5167080672,1079249.886523285
Florianópolis,4205407,Vitória,3205309,1162266.8333697163,1164769.7322215424,1164769.7322215412,1162262.7321522192,1164769.7322215417
Fortaleza,2304400,Vitória,3205309,1846337.331269538,1857725.4562861084,1857725.4562861095,1846323.3966708104,1857725.4562861095
Goiânia,5208707,Vitória,3205309,1026819.763467874,1027427.1603939756,1027427.1603939772,1026817.091387356,1027427.160393977
João Pessoa,2507507,Vitória,3205309,1574360.1294682156,1582627.719946403,1582627.7199464063,1574347.4781909585,1582627.719946406
Macapá,1600303,Vitória,3205309,2537962.572077571,2550532.2700683894,2550532.2700683884,2537937.6382385707,2550532.2700683884
Maceió,2704302,Vitória,3205309,1276775.7434205816,1283301.9215307946,1283301.921530797,1276766.2350852152,1283301.921530797
Manaus,1302603,Vitória,3205309,2862583.72422444,2870250.5585399917,2870250.558539992,2862560.0264750905,2870250.558539992
Natal,2408102,Vitória,3205309,1699145.7751142387,1708497.1044187502,1708497.1044187506,1699132.049040374,1708497.104418751
Palmas,1721000,Vitória,3205309,1409567.4854677182,1414752.3265814865,1414752.3265814837,1409556.1606646765,1414752.326581484
Porto Alegre,4314902,Vitória,3205309,1535911.614255381,1539134.6943635878,1539134.6943635913,1535907.0631225908,1539134.6943635913
Porto Velho,1100205,Vitória,3205309,2839895.129613393,2842902.791937224,2842902.791937228,2839883.1096870704,2842902.791937227
Recife,2611606,Vitória,3205309,1478339.1099173366,1485896.3815604087,1485896.381560405,1478327.3840054236,1485896.3815604048
Rio Branco,1200401,Vitória,3205309,3164105.4076047186,3165959.4701147694,3165959.4701147727,3164096.742557172,3165959.4701147727
Rio de Janeiro,3304557,Vitória,3205309,414813.2262190379,415787.198825447,415787.1988254488,414811.3011646491,415787.1988254486
Salvador,2927408,Vitória,3205309,835331.6572302567,839984.0906882674,839984.0906882738,835327.0086646089,839984.0906882734
São Luís,2111300,Vitória,3205309,2013301.9009308435,2025330.355795683,2025330.355795683,2013285.4142629337,2025330.355795683
São Paulo,3550308,Vitória,3205309,744284.8443984711,744927.6950959014,744927.695095903,744282.702919191,744927.695095903
Teresina,2211001,Vitória,3205309,1705681.609193785,1715980.988645187,1715980.9886451892,1705668.9661945242,1715980.9886451892
Vitória,3205309,Vitória,3205309,0.0,0.0,0.0,0.0,0.0
